"product_name","product_brand","units_sold","revenue"
"Eddie Bauer First Ascent Heyburn 2.0 Pants","Eddie Bauer","10","2190"
"Ray-Ban Aviator Large Metal Sunglasses","Ray-Ban","16","2190"
"Kenneth Cole Men's Straight Leg Jean","Kenneth Cole","36","2184.27001953125"
"Michael Kors Men's Tweed Cable Turtleneck","Michael Kors","7","2182.9500427246094"
"BCBGMAXAZRIA Women's Gavin Sweater Skirt","BCBGMAXAZRIA","11","2178"
"Kate Spade New York Brightspot Avenue-Desiree  Wallet","Kate Spade","11","2178"
"Mens Hillside USA Horsehide Biker Vest Two Tone Made in USA","Hillside USA Leather Inc.","11","2178"
"RMC Martin Ksohoh jeans Tsunami Wave with Painted Logo jeans REDM1473","RMC Martin Ksohoh","8","2176"
"Fred Perry Men's Shawl Collar Button Through Sweater","Fred Perry","17","2166.6800537109375"
"Mountain Hardwear Men's Exposure Parka","Mountain Hardwear","8","2160"
"Filson Mackinaw Wool Zip-in Vest/liner","Filson","16","2160"
"Anne Klein Women's Glen Plaid Pant Suit","Anne Klein","11","2157.9799194335938"
"True Religion Men's Isaac Basic Mens Cargo Short","True Religion","11","2156"
"Hemp Hoodlamb Classic Hoodlamb Jacket - Men's","Hemp Hoodlamb","7","2155.6500854492188"
"Fred Perry Men's Crew Neck Sweater","Fred Perry","21","2155.4199829101562"
"True Religion Men's Billy Boot Cut Jean","True Religion","12","2148"
"Ardyss Body Magic Body Shaper Style 22","Ardyss","11","2145"
"Ray-Ban RB3016 Classic Clubmaster Sunglasses","Ray-Ban","11","2144.4499664306636"
"Robert Graham Men's Freeboard","Robert Graham","8","2144"
"Trina Turk Women's Solitaire Pant","Trina Turk","8","2144"
"Robert Graham Men's Crossjack","Robert Graham","8","2144"
"Joseph Abboud Men's Blend 2 Button Side Vent Soft Construction Sport Coat","Joseph Abboud","6","2142"
"Threads4Thought Men's Knit Collar Blazer","Threads4Thought","12","2136"
"Diesel Men's New Fanker Slim Bootcut 8B9 Jean","Diesel","11","2133.4499664306636"
"Jones New York Men's 24/7 Total Comfort Sharkskin Wool Suit","Jones New York","9","2131.559967041016"
"Ray-Ban Original Wayfarer Square Sunglasses","Ray-Ban","17","2128"
"Men's Kuhl Team 1/4-Zip Merino Wool Pullover","Kuhl","17","2125"
"PAIGE Women's Skyline Ankle Peg Jean","PAIGE","20","2121.689987182617"
"Ray-Ban RB3293 Bubble Wrap Aviator Sunglasses","Ray-Ban","20","2121.2999572753906"
"Mountain Hardwear Men's Kelvinator Down Jacket","Mountain Hardwear","8","2120"
"True Religion Men's Ricky Straight Rigid Jean","True Religion","9","2115"
"Volcom Men's Vorta Slim Straight Leg Fit Jean","Volcom","28","2112.149948120117"
"Parker Women's Cap Sleeve Beaded Dress","Parker","6","2112"
"Arc'teryx Men's Theta AR Jacket","Arc'teryx","4","2100"
"Design History Women's Zig Zag Sequin Mini Dress","Design History","14","2100"
"Fred Perry Men's Harrington Jacket","Fred Perry","7","2100"
"Adidas Women's Jeremy Scott Animal Print Jumper Jumpsuit-Dark Yellow","adidas","6","2100"
"Diesel Men's Braddom Regular Carrot-Leg Jean","Diesel","6","2100"
"Outdoor Research Men's Furio Jacket","Outdoor Research","6","2100"
"Carhartt Men's Down Kalkaska Snorkel Parka","Carhartt","7","2099.6500854492188"
"Ray-Ban Women's 4068P Oversized Wrap Sunglasses","Ray-Ban","12","2099.3999633789062"
"PAIGE Women's Petite Skyline Boot Jean","PAIGE","14","2093.959991455078"
"Woolrich Men's Rescue Jacket","Woolrich","7","2093"
"Calvin Klein Women's Plus-Size Wmn Printed Seamed Dress","Calvin Klein","15","2092.5"
"J Brand Mens Kane Slim Straight Leg Denim Jeans in Weathered Olive","J BRAND","10","2090"
"Prada 1M0506 Saffiano Leather Wallet Coffee","Prada","10","2090"
"French Connection Men's Nostalgic Jacket","French Connection","7","2086"
"BCBGMAXAZRIA Women's Edesa V-Neck Shirred Dress","BCBGMAXAZRIA","7","2086"
"Calvin Klein Mens Navy Blue Pindot Slim Fit Wool Suit","Calvin Klein","8","2079.919921875"
"7 For All Mankind Women's Roxanne Classic Slim Fit Jean","7 For All Mankind","11","2079"
"Silver Jeans Men's Zac Relaxed Fit Jean","Silver Jeans","22","2075"
"Austin Reed Men's Signature Two Piece Suit","Austin Reed","9","2071.6199340820312"
"Rock Revival Mens Victor Jean","Rock Revival","15","2070"
"Maison Scotch Women's Parka with Wired Hood","Maison Scotch","8","2070"
"Phistic Women's Long Hooded Puffer Down Coat with Faux Fox Fur Trim","phistic","9","2069.910049438477"
"Diesel Men's Thavar Skinny Straight Leg Jean","Diesel","9","2065.7999877929688"
"Ben Sherman Men's Plectrum Tuxedo Blazer","Ben Sherman","7","2065"
"Diesel Men's Jepphet Jacket","Diesel","7","2065"
"Ibex Men's Europa Jacket","Ibex","7","2065"
"Laundry Women's Zipper Front Down Coat","laundry by SHELLI SEGAL","13","2058.290023803711"
"Yoana Baraschi Women's Boyfriend Blazer","Yoana Baraschi","6","2058"
"True Religion Men's TRBJ Power Through Peace Flatlock Hoodie","True Religion","7","2053.3099060058594"
"Armani Exchange Soho Blazer","A:X Armani Exchange","9","2052"
"7 For All Mankind Men's The Straight Modern Jean","7 For All Mankind","13","2042"
"Diesel Men's Safado 8y8 L.30 Slim Straight Stretch Jean","Diesel","12","2040"
"Michael Kors Mens 2 Button Flat Front Brown Beige Plaid Wool Suit","Michael Kors","12","2039.8800659179688"
"FactoryExtreme Cosmo Strata Women's Black Leather Blazer","FactoryExtreme","12","2039.7599487304688"
"G. Fiorelli 2 Button Solid Black Men's Suit Super 150's Premium Quality Textile","Giorgio Fiorelli","12","2039.3999633789062"
"Smartwool Men's Granite Creek Crew Neck Sweater","SmartWool","18","2031.4800109863281"
"Sitka Gear Men's Stratus Windstopper Jacket","Sitka Gear","7","2029.929931640625"
"J.C. Rags Men's Eskimo Sweater","J.C. Rags","12","2028"
"7 For All Mankind Men's Slimmy Slim Straight Leg Jean in Chester Row","7 For All Mankind","12","2028"
"BCBGMAXAZRIA Women's Rivas Short Cocktail Dress With Cross Front","BCBGMAXAZRIA","6","2028"
"Countryside Cashmere Cardigan / Regular","Orvis","9","2025"
"Ray-Ban Wayfarer 601S78 Polarized Wayfarer SunglassesMatte Black52 mm","Ray-Ban","15","2024.1000366210938"
"Helene Berman Women's Tuxedo Front Sequin Trim Blazer","Helene Berman","9","2016"
"Karla Colletto Gold Trim Tank Dress","Karla Colletto","7","2016"
"True Religion Men's Bobby Snake Eyes Straight Jean","True Religion","9","2016"
"Ray-Ban Unisex RB4034P Sunglasses","Ray-Ban","20","2015.5999755859375"
"7 For All Mankind Men's Classic Bootcut Jean in New York Dark","7 For All Mankind","13","2015"
"Autumn Cashmere Women's New Rib Drape","Autumn Cashmere","7","2002"
"HUGO BOSS Men's Hooded Robe","HUGO BOSS","21","2001.2000122070312"
"Diesel Men's Thavar Skinny-Fit Straight-Leg Jean","Diesel","10","2000"
"Sutton Studio Women's Cashmere Blazer Jacket Plus","Sutton Studio","8","1999.9200439453127"
"Sutton Studio Cashmere Jacket","Sutton Studio","10","1999.9000549316409"
"Jones New York Men's Two Button Double Pleated Tuxedo","Jones New York","10","1999.9000549316409"
"Joseph Abboud Mens 2 Button Flat Front Navy Blue Pinstripe Wool Suit","Joseph Abboud","10","1999.9000549316409"
"FactoryExtreme Neptune Men's Black Biker Leather Jacket","FactoryExtreme","9","1997.8199615478513"
"Autumn Cashmere Women's Color Block Boxy Boatneck Tunic","Autumn Cashmere","7","1995"
"Paul Fredrick 100% Cotton Corduroy Coat","Paul Fredrick","10","1995"
"Ray-Ban Unisex RB4105 Folding Wayfarer Sunglasses","Ray-Ban","20","1993.0000305175781"
"Joseph Abboud Men's Flat Front Dress Pant","Joseph Abboud","20","1990.7099685668945"
"Trina Turk Women's Baroness Dress","Trina Turk","5","1990"
"Calvin Klein Men's Fashion Coat","Calvin Klein","10","1990"
"LE SUIT Textured 2PC Jacket/Skirt Suit","Le Suit","15","1986"
"Kenneth Cole Men's Velvet Military Blazer","Kenneth Cole","10","1985"
"BCBGMAXAZRIA Women's Palais One Shoulder Luxe Satin","BCBGMAXAZRIA","8","1984"
"Orvis Dress Chinos / Pleated Front Dark Olive Cuffed","Orvis","10","1980"
"Oakley Men's Radarlock Shield Sunglasses","Oakley","9","1980"
"Ray-Ban 0RB3498 Polarized Rectangular Sunglasses","Ray-Ban","11","1980"
"Mammut Men's Ultimate Hoody Jacket","Mammut","6","1979.93994140625"
"True Religion Men's Bobby Vintage Jean","True Religion","7","1974"
"Queenshiny Long Women's 100% Real Knitted Mink Fur Vest with Hood","Queenshiny","6","1974"
"Men's Ed Hardy Hooded Sweat Jacket Fur Lined Tiger Rose Hoodie in Blue","Ed Hardy","9","1971"
"Bailey 44 Women's Gnarlatious Jacket","Bailey 44","12","1968"
"True Religion Men's Ricky Super T Straight Catrer Jean","True Religion","6","1968"
"Columbia Men's Rare Earth Interchange Jacket","Columbia","7","1960"
"Oakley Men's Dispatch II Square Sunglasses","Oakley","18","1960"
"Carhartt 100046 Women's Camden Plaid Wool Parka","Carhartt","14","1959.8600769042969"
"Calvin Klein Mens 2 Button Gray Tan Slim Fit Wool Sport Coat Jacket","Calvin Klein","14","1959.8600769042969"
"Mountain Hardwear Men's Toasty Tweed Fleece Jacket","Mountain Hardwear","14","1959.2999572753906"
"PAIGE Women's Hidden Hills Straight","PAIGE","11","1959"
"French Connection Women's Colour Block Wonderland Coat","French Connection","10","1957.7000427246091"
"True Religion Women's Becky Super T","True Religion","6","1956"
"True Religion Women's Julie Super T Jean","True Religion","6","1956"
"Ray-Ban 0RB3491 Aviator Sunglasses","Ray-Ban","23","1955"
"Pure Cashmere Robe for Women","Cashmere Boutique","7","1953"
"Arcteryx Beta SL Jacket - Men's","Arc'teryx","7","1953"
"Rebecca Taylor Women's Cashmere Marl Pullover","Rebecca Taylor","6","1950"
"Robert Rodriguez Women's V-Neck Mini Dress","Robert Rodriguez","10","1950"
"Diesel Men's Darron Slim Taper Denim Pant","Diesel","10","1950"
"7 Diamonds Men's Treviso","7 Diamonds","6","1950"
"Ray-Ban Men's RB3025 Aviator Large Metal Sunglasses","Ray-Ban","10","1949.4999694824216"
"Joie Women's Shirin Sweater","Joie","7","1946"
"McGinn Women's Harmony Jacket","McGinn","10","1940"
"S-t-r-e-t-c-h Corduroy Pants / Pleated Light Brown Cuffed","Orvis","13","1937"
"AG Adriano Goldschmied Men's Protege Straight Leg Pant","AG Adriano Goldschmied","11","1936"
"AG Adriano Goldschmied Men's 5 Pocket Matchbox Slim Straight Jean","AG Adriano Goldschmied","9","1935"
"prAna Women's Kari Jacket","prAna","11","1925"
"Canada Goose Women's Freestyle Vest","Canada Goose","7","1925"
"What Katie Did L6051 Morticia Corset","What Katie Did","7","1925"
"Marc New York by Andrew Marc Men's Artic Down Filled Bomber Nylon Jacket with Fur Collar","Marc New York by Andrew Marc","11","1924.8900604248047"
"Icebreaker Men's Orion Cardigan","Icebreaker","8","1920"
"The North Face Men's Gotham Jacket (Sizes S - XXL)","The North Face","6","1919.93994140625"
"686 Iconic Insulated Jacket - Men's","686","12","1919.8800659179688"
"Ralph Lauren Mens Dark Olive Wool Sport Coat Jacket","Ralph Lauren","16","1919.8399658203123"
"Diesel Men's Wittory Jacket","Diesel","8","1918.8800048828127"
"Diesel Men's Larkee Regular Straight Leg 801Z Jean","Diesel","11","1913.449966430664"
"Mycra Pac Short Donatella Raincoat - Scroll","Mycra Pac","8","1912"
"Carrera  Endurls Resin Sunglasses","Carrera","24","1909.6799926757812"
"KASPER Egyptian Desert Plus Size Jacket/Pant Suit","Kasper","12","1908"
"Letarte Womens Popcorn Embroidered Sleeveless Tunic","Letarte","8","1904"
"KAMALIKULTURE Women's Long Sleeve Side Draped Dress","KAMALIKULTURE","24","1901.849967956543"
"Calvin Klein Mens Double Breasted Solid Black Wool Suit","Calvin Klein","10","1899.9000549316409"
"Barbour Bedale Jacket / Bedale Jacket","Barbour","5","1895"
"Barbour Women's Beadnell Waxed Cotton Jacket - Rustic","Barbour","5","1895"
"Jones New York Men's 24/7 Total Comfort Sharkskin Suit","Jones New York","8","1894.7199707031252"
"AG Adriano Goldschmied Men's Protege Straight Leg Jean","AG Adriano Goldschmied","17","1890.6499786376953"
"7 For All Mankind Men's Austyn Relaxed Straight Leg A Pocket Jean in Los Angeles","7 For All Mankind","10","1890"
"Icebreaker Men's Quattro Hood","Icebreaker","9","1889.9100494384768"
"Mantoni 2 Button Men's Suit Solid Black 100% Wool","Mantoni","9","1889.5499725341795"
"Carhartt Men's Big-Tall Sierra Jacket Sherpa Lined Sandstone","Carhartt","14","1889.2999572753906"
"Merrell Women's Isadore Down Coat","Merrell","7","1885.7301025390625"
"Huntmaster Cashmere Sweater","Orvis","7","1883"
"Mens Pure Cashmere Polo Sweater","Oxfords Cashmere","7","1883"
"Hudson Men's Beau Microboot Jean","Hudson","9","1881"
"Hudson Men's Lou Tuxedo Straight Leg Jean","Hudson","9","1881"
"Citizens of Humanity Sid Straight Leg Jean in Nigel","Citizens of Humanity","9","1881"
"Hudson Men's Wilde Relax Flap Pocket Straight Leg Jean","Hudson","9","1881"
"Ted Baker Women's Gabbiey","Ted Baker","8","1880"
"Arc'teryx Men's Epsilon SV Hoody","Arc'teryx","8","1880"
"Helly Hansen Men's Sevilla Softshell Jacket","Helly Hansen","12","1879.2000732421875"
"Cluny Women's Soft Draped Pants","Cluny","7","1877.4000854492188"
"Men's Moleskin pants","Cooper Jones","15","1875"
"Mountain Hardwear Men's Chillwave Down Parka","Mountain Hardwear","5","1875"
"Paul Fredrick 100% Wool Double-Breasted Peak Lapel Houndstooth Suit","Paul Fredrick","5","1872.5"
"Tiffany 4047B 80553C Black 4047B Sunglasses","Tiffany","7","1872.5"
"Parker Women's V-Neck Beaded Dress","Parker","5","1870"
"Fred Perry Men's Block Breton Stripe Crew Neck Sweater","Fred Perry","11","1870"
"Smartwool Men's Midweight Bottom","SmartWool","17","1869.8299636840818"
"Maui Jim Classic Sunglasses - Stingray - Gloss Black Frame w\ Neutral Grey Lens - 103-02","Maui Jim","13","1865.3700714111328"
"TOM FORD WILLIAM TF0207 TF207 Sunglasses 59-15-135","Tom Ford","8","1864"
"Bailey 44 Women's Venom Dress","Bailey 44","9","1863"
"Arc'teryx Atom LT Insulated Pullover Jacket - Men's","Arc'teryx","11","1859"
"Fleur Of England Berry Kiss Silk Babydoll FT751","Fleur Of England","7","1858.6399230957031"
"Scotch & Soda Men's Chunky Shawl Collar Cardigan","Scotch & Soda","7","1855"
"Volcom Men's Nova Jean","Volcom","28","1855"
"Joe's Jeans Women's The Skinny Mid Rise Jean","Joe's Jeans","10","1850"
"Joie Women's Maribeth Lace Dress","Joie","6","1848"
"Diesel Men's Sheka-s Sweat Shirt","Diesel","9","1846.7999725341795"
"Tommy Hilfiger Mens 2 Button Side Vent Trim Fit 100% Wool Suit Separate Coat","Tommy Hilfiger","8","1839.9200439453127"
"Perry Ellis Men's Lamb Zip Front Side Elastic Waist Jacket","Perry Ellis","8","1839.9200439453127"
"Dickies Men's Bonded Waffle Knit Hooded Jacket","Dickies","14","1833.8600769042969"
"Ray-Ban RB 3217 Sunglasses- All Colors And SIZES","Ray-Ban","18","1832.2399978637695"
"Marc New York by Andrew Marc Men's Wiley 34 Inch Button Placket Front Wool Blend Car Coat","Marc New York by Andrew Marc","8","1832"
"Jones New York Women's Classic Tuxedo Jacket","Jones New York","8","1832"
"Organic Cotton Grand Velour + Terry Men's Robes","Coyuchi","11","1826"
"Shephe Men's Turtleneck Cashmere Sweater","Shephe","12","1824"
"Alfani Red Gray Wool LS 2 Button Sport Coat","Alfani","8","1820"
"Tommy Hilfiger Men's Slim Stripe Trim Fit Suit","Tommy Hilfiger","7","1819.929931640625"
"Sons of Anarchy - Highway Twill - Men's Jacket","Sons of Anarchy","13","1819.8700714111328"
"Yoana Baraschi Women's 7th Heaven Tweed Jacket","Yoana Baraschi","7","1817.8300170898438"
"Hudson Men's Byron Straight Leg Jean","Hudson","11","1815"
"Marmot Safire Jacket - Women's","Marmot","11","1815"
"ExOfficio Women's Storm Logic Jacket","ExOfficio","11","1814.449966430664"
"Tommy Hilfiger Men's 2 Button Side Vent Trim Fit Suit with Flat Front Pant","Tommy Hilfiger","7","1812.929931640625"
"Vivienne Westwood Men's Pantalone Pant","Vivienne Westwood","9","1807.8299560546875"
"Cluny Women's Silk And Knit Tunic Dress","Cluny","7","1806"
"The North Face Women's S-XL Oso Jacket","The North Face","2","1806"
"Vintage 1946 Men's Military Twill","Vintage","19","1805"
"Anita Women's Extreme Control Sport Bra","Anita","24","1801.6799926757812"
"Tommy Hilfiger Men's Trim Fit 2 Button Side Vent Mini Houndstooth Sport Coat","Tommy Hilfiger","8","1800"
"Canada Goose Men's Lodge Vest","Canada Goose","6","1800"
"A Pea in the Pod Collection: Citizens of Humanity Avedon Secret Fit Belly(r) 5 Pocket Slim Leg Maternity Jeans","Citizens of Humanity","8","1800"
"G-Star Men's Heller Super Slim Comfort Garner Jean","G-Star","9","1800"
"BedHead Pajamas Women's Cashmere Robe","BedHead","5","1800"
"Filson Guide Sweater 11018NA - Navy","Filson","10","1800"
"Ray-Ban 0RB3497 004/9A Polarized Rimless SunglassesGunmetal59 mm","Ray-Ban","10","1800"
"Volcom Men's Ekin Jacket","Volcom","9","1800"
"Marmot Palisades Jacket - Men's","Marmot","6","1800"
"Rebecca Taylor Women's Nailhead Dress","Rebecca Taylor","4","1800"
"Jones New York Walker Leather Jacket","Jones New York","6","1799.93994140625"
"Browning 700 Fill Power Goose Down Jacket","Browning","12","1799.8800659179688"
"Smartwool Men's Midweight Crew","SmartWool","15","1799.8499679565427"
"Elegant Men's Two button Three piece Strip Suit","King Formal Wear","18","1799.8199615478513"
"Regency New York Men's Smoking Jacket Octavius Gray","Regency New York","6","1799.7000732421875"
"Mantoni 2 Button Men's Suit Solid White Linen Notch Lapel","Mantoni","9","1799.5499725341795"
"Ray-Ban Aviator 112/69 Aviator SunglassesMatte Gold58 mm","Ray-Ban","12","1799.3999633789062"
"Gold Toe Men's Cotton Quarter Athletic Sock 6-Pack","Gold Toe","15","1799.249954223633"
"Carhartt Men's Canvas Shirt Jacket","Carhartt","4","1795.9599609375"
"Arc'teryx Gamma MX Softshell Jacket - Women's","Arc'teryx","6","1794"
"Marc Ecko Cut & Sew Men's Herringbone Blazer","Marc Ecko Cut & Sew","12","1794"
"Robert Graham Men's Minstrel Dinner Jacket","Robert Graham","3","1794"
"Diesel Men's Bonio Belt","Diesel","14","1792"
"Calvin Klein Men's Calvin Coat","Calvin Klein","9","1791"
"Kenneth Cole Men's Kennedy Raincoat","Kenneth Cole","9","1791"
"Woolrich Men's Mountain Parka","Woolrich","10","1790"
"PAIGE Women's Hidden Hills Jean","PAIGE","10","1790"
"BCBGMAXAZRIA Women's Magde Strapless Cocktail Dress","BCBGMAXAZRIA","6","1788"
"BCBGMAXAZRIA Women's Enna Chevron Sequin Shift Dress","BCBGMAXAZRIA","6","1788"
"Woolrich Men's Langhorn Vest Jacket","Woolrich","12","1788"
"7 For All Mankind Women's The Skinny Crop And Roll Jean in Distressed Azul","7 For All Mankind","9","1782"
"7 For All Mankind Men's Slimmy Slim Straight Leg","7 For All Mankind","9","1782"
"Citizens Of Humanity Sid Straight Leg Jean","Citizens of Humanity","9","1782"
"7 For All Mankind Men's Austyn Relaxed Straight Leg","7 For All Mankind","9","1782"
"Plenty by Tracy Reese Women's Open Placket Shirt","Plenty by Tracy Reese","9","1782"
"GUESS by Marciano The Skinny No. 61 with Pearl-Bead Embell","GUESS by Marciano","9","1782"
